CASE,SERIAL,REF,QUESTNNR,MODE,STARTED,FEEDBACK,FT02_01,VOCAB,OA2,OA4,RA2,PA1,RA1,RC1,PA3,PRIV1,IUT2,RA3,CTRL1,OA3,PA4,RC3,PRIV2,PA2,RC2,IUT1,PRIV3,OA1,IUT3,MARK1,MARK2,RISK,PAKNOW,RD01_CP,GROUP,RD02_CP,RD02,ATT_SC,mc1,MC2,TIME001,TIME002,TIME003,TIME004,TIME005,TIME007,TIME008,TIME009,TIME010,TIME011,TIME012,TIME014,TIME015,TIME016,TIME017,TIME018,TIME021,TIME022,TIME_SUM,MAILSENT,LASTDATA,STATUS,FINISHED,Q_VIEWER,LASTPAGE,MAXPAGE,MISSING,MISSREL,TIME_RSI
278,,,affective_grid,interview,5/13/26 13:38,"If it were a real management scenario, I wouldn't use a tool like this unless mandated to do so. These things are probably very appealing for certain types of managers, but not to me. They don't tell me anything about employees' needs and goals, what might be causing differences in ""performance"", and how it is that I could lift them up. Instead the intention with things like this is to identify supposed underperformers, according to the metrics that developers of such systems think are important or which can be tracked and calculated, in order to issue punitive forms of punishment. ",69e7fcc1b404e208c080b5f6,1,2,6,5,2,3,6,2,2,3,2,2,2,2,4,6,5,2,2,4,4,2,7,6,5,2,12,3,15,3,1,7,6,10,23,27,81,143,13,8,64,9,13,8,19,24,36,28,30,31,126,575,,5/13/26 13:49,,1,0,22,22,0,0,0.87
279,,,affective_grid,interview,5/13/26 13:38,"I found the simulation realy interesting, especialy how it showed the tension between automated data and a manager's own judgement. It was a clear look at how ''objectives'' systems can sometimes miss the mark compared to hands-on leadership. No other comments- thanks for the opportunity to participate.",69f8ae6e3ba8200f95025166,1,6,7,7,6,7,7,1,7,2,7,2,7,1,6,7,6,6,2,1,7,2,7,6,9,2,24,2,46,1,1,7,1,123,132,194,107,628,120,86,181,57,41,93,149,99,100,125,57,267,676,832,,5/13/26 14:32,,1,0,22,22,0,0,0.2
280,,,affective_grid,interview,5/13/26 13:38,,62cbf51439a76e8fccd8a495,1,2,6,2,2,3,6,3,4,6,5,2,6,2,5,4,2,6,7,3,6,7,5,6,7,2,13,2,25,4,1,7,5,13,236,16,126,101,6,14,42,16,11,10,17,22,20,25,25,31,9,510,,5/13/26 13:50,,1,0,22,22,3,1,0.98
281,,,affective_grid,interview,5/13/26 13:38,,56361decdc62e5000bcb3ebe,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,6,6,6,2,12,5,4,4,1,1,1,3,2,3,12,37,6,2,11,5,2,7,3,3,9,2,5,16,2,130,,5/13/26 13:40,,1,0,22,22,3,1,2.68
282,,,affective_grid,interview,5/13/26 13:38,,612adba08b8235b31539c704,1,6,3,6,6,6,6,3,4,7,6,2,3,3,6,6,5,6,7,6,6,7,7,6,8,1,13,5,16,4,1,6,7,6,3,2,280,72,5,9,6,4,9,4,8,11,12,10,11,18,1,471,,5/13/26 13:46,,1,0,22,22,3,1,2.14
283,,,affective_grid,interview,5/13/26 13:38,,69e7ebff3900e7051bb24ae1,1,6,6,2,3,2,3,4,4,4,2,2,3,7,5,6,6,3,3,2,4,4,7,2,9,2,13,6,6,1,1,6,3,9,3,3,69,34,3,5,7,8,10,4,11,11,10,13,11,11,3,225,,5/13/26 13:41,,1,0,22,22,3,1,2.24
284,,,affective_grid,interview,5/13/26 13:38,,67690558cb727baa2375ecba,1,6,6,6,2,6,6,3,6,5,6,2,5,3,5,6,6,5,5,2,6,6,6,5,10,2,14,6,37,4,1,6,5,14,51,83,161,328,17,20,60,117,53,21,25,28,32,37,122,37,5,1108,,5/13/26 13:58,,1,0,22,22,3,1,0.55
288,,,affective_grid,interview,5/13/26 13:38,,69f38848b8c0660270bc39b0,1,6,5,6,6,6,5,6,7,7,6,2,3,5,6,6,6,5,5,1,6,5,6,6,9,1,14,1,20,4,1,6,5,5,16,83,82,109,35,57,66,8,9,12,37,22,98,69,45,29,2,784,,5/13/26 13:51,,1,0,22,22,3,1,0.91
289,,,affective_grid,interview,5/13/26 13:38,,6669f64ecd7e3ec30632f607,1,6,6,6,6,7,6,6,4,5,6,2,5,6,6,6,6,5,4,2,4,4,6,6,8,3,16,4,18,3,1,5,6,23,9,5,75,44,11,8,25,17,192,6,31,20,24,17,64,25,3,426,,5/13/26 13:48,,1,0,22,22,3,1,1.2
290,,,affective_grid,interview,5/13/26 13:38,enjoyed taking part in the study,69e093e47f6e6b6edb0542ce,1,5,5,4,6,4,6,4,6,6,4,2,6,5,6,7,4,6,5,3,6,5,6,5,7,2,17,3,21,4,1,5,6,24,9,12,143,178,10,11,32,25,26,7,25,51,22,44,27,23,22,691,,5/13/26 13:49,,1,0,22,22,0,0,0.82
291,,,affective_grid,interview,5/13/26 13:38,The survey was very interesting and demonstrates how technology is evolving. ,69d6240e859be1a129afdeb4,1,6,6,6,6,7,7,2,6,6,6,2,7,6,6,7,6,6,6,1,6,6,6,2,9,2,16,1,15,2,1,5,6,18,34,34,30,121,16,21,47,20,26,12,34,54,33,26,35,48,44,653,,5/13/26 13:49,,1,0,22,22,0,0,0.68
292,,,affective_grid,interview,5/13/26 13:38,,69125d5085ace25001032a9d,1,6,5,2,3,6,6,6,6,2,5,2,6,4,4,6,5,3,2,3,3,4,5,3,8,3,20,3,27,4,1,3,2,50,9,62,149,192,19,12,53,30,52,20,43,18,33,24,41,26,4,837,,5/13/26 13:52,,1,0,22,22,3,1,0.71
293,,,affective_grid,interview,5/13/26 13:38,,5e8dc06c8c085a02454c4b3c,1,6,6,4,5,5,4,3,5,2,3,2,6,5,4,5,6,3,3,3,6,3,5,5,4,1,17,2,8,1,1,5,2,21,4,2,39,32,15,25,28,4,20,7,34,37,32,74,81,19,3,477,,5/13/26 13:46,,1,0,22,22,3,1,1.31
295,,,affective_grid,interview,5/13/26 13:38,{EM_BEAMING_FACE_WITH_SMILING_EYES},59e7477e3e4b5a00016aa4d2,1,7,7,7,5,5,6,3,7,1,7,2,7,4,5,7,7,,,,,,5,4,7,2,15,6,7,5,1,6,1,5,2,18,12,60,6,8,11,12,10,6,19,24,14,29,,24,20,280,,5/13/26 13:43,,1,0,22,22,0,0,1.58
296,,,affective_grid,interview,5/13/26 13:38,,69f0df91111c212bbfe2af9b,1,6,6,4,5,4,7,4,6,6,5,2,3,5,6,5,6,6,6,5,6,6,6,5,7,2,15,4,11,4,1,6,6,6,7,115,26,46,8,6,12,13,12,7,22,48,20,16,35,20,5,424,,5/13/26 13:45,,1,0,22,22,3,1,1.35
297,,,affective_grid,interview,5/13/26 13:38,"While the report generated may give some general impressions / interpretations of how the team functions, I still beleive it is up to the manager to determine the performance score of the employee.  If the manager is engaged with his/her team, they should not require a system to determine how the employee is performing.  Based on tasks completed, deadlines met, on budget, etc, these are more accurate metrics of performance that a manager could use.  We have an employee that is regularly absent, does not complete tasks accurately or to the full degree necessary, and is constantly handing in tasks late.  The manager does not need a system to identify the performance of this individual.  ",699764c6d1c338e804355efd,1,6,5,3,2,6,6,5,6,2,6,2,6,6,2,6,6,2,2,2,2,2,3,5,8,1,29,6,25,2,1,5,2,174,4,33,83,144,18,10,26,45,38,16,40,36,25,30,29,27,225,621,,5/13/26 13:55,,1,0,22,22,0,0,0.7
298,,,affective_grid,interview,5/13/26 13:38,nothing,63ea4b5592211a79471c9deb,1,5,6,5,5,6,5,5,5,3,3,2,3,6,5,6,6,6,6,6,6,5,5,5,8,2,15,2,6,6,1,5,1,8,1,3,57,35,3,8,7,5,8,4,15,8,7,3,12,20,282,212,,5/13/26 13:46,,1,0,22,22,0,0,2.23
299,,,affective_grid,interview,5/13/26 13:38,There is no option to control the core metrics and how they are calculated,6a02ce9bbe734c912f2db40e,1,7,7,1,7,7,7,7,3,1,1,2,7,7,2,7,7,1,1,5,7,1,7,7,7,2,15,5,9,3,1,5,7,7,6,17,49,51,13,6,11,10,16,6,17,18,20,27,23,29,21,347,,5/13/26 13:44,,1,0,22,22,0,0,1.28
300,,,affective_grid,interview,5/13/26 13:38,,69d8bdacedcb4c3c71ed5f7e,1,7,6,7,7,6,7,2,4,6,7,2,6,1,5,7,7,6,6,7,6,7,7,7,10,3,21,4,18,6,1,6,6,56,9,9,32,117,9,29,95,35,22,19,59,27,56,30,15,34,5,658,,5/13/26 13:49,,1,0,22,22,3,1,0.89
301,,,affective_grid,interview,5/13/26 13:38,None,69f4a26e08fb26209d7ca5b5,1,6,7,6,6,5,5,5,5,6,3,2,6,2,6,6,2,6,7,4,7,7,7,7,9,2,16,3,26,3,1,6,7,8,6,26,48,140,131,100,71,43,21,47,18,26,73,92,63,28,12,745,,5/13/26 13:54,,1,0,22,22,0,0,0.64
304,,,affective_grid,interview,5/13/26 13:38,Nothing at the moment,69e37f461a93b529d112421c,1,5,5,5,5,5,5,5,6,5,4,2,5,5,6,4,5,5,6,4,5,6,5,5,8,3,17,5,24,3,1,6,5,11,30,50,162,165,12,24,19,22,40,17,55,39,35,35,46,40,27,829,,5/13/26 13:52,,1,0,22,22,0,0,0.6
305,,,affective_grid,interview,5/13/26 13:38,,69e46cb9827363690abd178c,1,6,2,3,3,2,6,6,6,6,2,2,6,2,6,6,6,6,7,2,6,7,7,6,9,2,23,1,27,1,1,5,3,66,40,73,104,147,28,39,69,18,33,14,36,42,61,46,49,34,11,853,,5/13/26 13:53,,1,0,22,22,3,1,0.5
307,,,affective_grid,interview,5/13/26 13:38,,6a0300f7306544e7819f05f7,1,5,7,7,6,7,7,3,3,5,7,2,6,6,6,7,5,5,6,1,6,6,7,6,9,2,16,2,8,6,1,6,1,4,1,12,37,53,7,16,11,10,18,10,29,27,15,23,26,22,6,327,,5/13/26 13:44,,1,0,22,22,3,1,1.45
308,,,affective_grid,interview,5/13/26 13:38,The survey was great.,69d92298edccf1a4d7f6bf20,1,7,3,6,7,6,5,7,7,7,7,2,6,7,7,7,5,7,7,2,5,6,7,5,11,1,17,1,22,3,1,6,7,6,133,12,219,40,9,4,13,14,15,7,16,19,16,17,22,23,17,475,,5/13/26 13:48,,1,0,22,22,0,0,1.34
309,,,affective_grid,interview,5/13/26 13:38,i had good time refreshing this.,69e38c98c549fc4b6ee1277f,1,6,6,6,6,6,6,6,5,6,5,2,6,6,5,5,6,4,6,3,5,6,6,5,8,3,22,2,33,6,1,5,2,58,32,51,203,263,19,3,62,57,29,77,15,16,37,27,43,31,46,1001,,5/13/26 13:56,,1,0,22,22,0,0,0.7
310,,,affective_grid,interview,5/13/26 13:38,,69e036682cec57400d8c4baf,1,7,7,7,7,7,6,2,6,3,6,2,6,7,6,6,6,2,2,2,7,2,7,7,10,3,17,4,11,2,1,7,3,8,4,39,16,58,8,10,11,36,19,9,65,26,41,44,60,56,10,520,,5/13/26 13:47,,1,0,22,22,3,1,1.07
313,,,affective_grid,interview,5/13/26 13:38,,69db57b5e8dd8e9c01bcd866,1,4,7,7,7,7,7,7,7,7,7,2,7,7,7,7,4,7,7,7,7,7,4,4,11,1,19,3,5,2,1,6,7,23,3,4,2,31,5,3,11,8,6,4,11,12,43,27,24,15,2,234,,5/13/26 13:42,,1,0,22,22,3,1,2.07
314,,,affective_grid,interview,5/13/26 13:38,,69f6a5ce6d3469c298f18c23,1,6,6,6,3,6,5,3,4,3,6,2,5,5,5,5,6,4,3,4,5,3,5,5,8,1,18,2,7,2,1,6,2,5,6,2,7,58,8,8,25,12,21,14,19,71,44,43,30,15,3,391,,5/13/26 13:45,,1,0,22,22,3,1,1.39
315,,,affective_grid,interview,5/13/26 13:38,,69dd31f185a0c36d717592c5,1,6,7,6,6,5,7,4,7,5,6,2,7,7,5,7,6,7,5,1,7,6,6,6,6,2,19,2,21,3,1,6,7,15,17,21,157,110,26,45,22,15,16,11,31,44,80,38,79,49,26,802,,5/13/26 13:52,,1,0,22,22,3,1,0.63
316,,,affective_grid,interview,5/13/26 13:38,,69f4d8a64225ee43ae43cbf6,1,5,5,5,5,5,5,3,3,5,5,2,5,3,5,5,5,5,5,3,5,5,5,5,3,1,18,4,17,1,1,7,3,10,4,22,125,102,11,14,40,15,25,12,31,30,20,24,25,22,12,544,,5/13/26 13:47,,1,0,22,22,3,1,0.91
317,,,affective_grid,interview,5/13/26 13:38,,69ef579b32635891aacb1ffa,1,6,6,2,6,2,2,6,5,2,3,2,6,6,6,5,6,2,2,3,6,2,6,2,2,2,18,6,10,6,1,6,1,9,6,32,46,49,5,9,8,15,16,6,17,15,12,14,16,15,2,292,,5/13/26 13:43,,1,0,22,22,3,1,1.63
318,,,affective_grid,interview,5/13/26 13:38,No feedback ,69d7a7568070aacd3cf97ef0,1,7,7,2,7,1,7,1,6,7,6,2,6,2,7,6,7,7,7,6,2,7,6,7,1,2,18,3,18,1,1,7,7,7,9,31,90,117,14,30,45,21,21,8,44,41,53,45,47,36,21,680,,5/13/26 13:50,,1,0,22,22,0,0,0.68
321,,,affective_grid,interview,5/13/26 13:38,"I wonder if the report will be solely based on digital activity of employees, or if there are other metrics being taken into account",5c46294a8dcf8d000112d559,1,6,5,6,6,6,7,6,5,6,6,2,3,5,6,6,5,,,,,,5,3,8,3,18,5,12,5,1,5,6,7,12,16,34,105,10,8,12,25,9,8,21,24,28,25,,24,63,376,,5/13/26 13:46,,1,0,22,22,0,0,1.13
322,,,affective_grid,interview,5/13/26 13:38,,602f57ea338e8ec1f6ccddbd,1,6,6,5,6,5,6,6,6,5,5,2,4,7,7,6,6,6,6,6,5,6,6,6,9,3,19,1,33,2,1,2,6,11,38,11,7,586,9,23,33,23,31,6,9,10,12,19,10,14,4,369,,5/13/26 13:53,,1,0,22,22,3,1,1.45
325,,,affective_grid,interview,5/13/26 13:39,Non,6091b2b1fec07f6e3f674cd3,1,5,7,4,2,3,5,5,5,1,2,2,5,6,6,6,6,5,1,1,5,3,6,5,11,2,19,4,24,2,1,4,3,6,28,37,113,130,10,18,69,22,81,11,22,80,28,45,43,29,10,782,,5/13/26 13:52,,1,0,22,22,0,0,0.69
326,,,affective_grid,interview,5/13/26 13:39,,69f773fba17d7f7813e727b2,1,6,7,7,6,6,7,5,6,7,6,2,7,7,7,5,6,6,7,1,6,7,7,5,9,2,20,1,22,6,1,6,6,12,4,51,118,132,9,21,65,13,30,9,254,43,47,49,28,42,9,704,,5/13/26 13:54,,1,0,22,22,3,1,0.72
327,,,affective_grid,interview,5/13/26 13:39,thank  you.,69d548c664490638a0aa6908,1,6,5,6,6,6,6,2,6,6,6,2,2,6,6,6,6,6,6,2,6,6,7,5,11,3,19,6,10,4,1,6,6,8,6,9,7,52,12,6,38,26,16,9,37,77,34,27,41,34,21,460,,5/13/26 13:46,,1,0,22,22,0,0,1.1
328,,,affective_grid,interview,5/13/26 13:39,No thanks,69d7e59efd3fb896d82107a8,1,3,6,6,6,6,6,7,7,7,4,2,3,7,6,7,6,,,,,,6,6,11,3,26,1,24,5,1,2,7,89,45,75,77,81,40,32,23,11,24,9,56,49,146,159,,73,24,800,,5/13/26 13:56,,1,0,22,22,0,0,0.54
329,,,affective_grid,interview,5/13/26 13:39,N/A,69a059466e8399919d49551e,1,5,4,5,5,4,6,6,6,4,4,2,4,6,5,6,5,,,,,,6,3,5,1,20,6,40,5,1,6,2,8,60,70,208,235,17,192,83,50,72,20,45,30,44,53,,53,31,1037,,5/13/26 14:00,,1,0,22,22,0,0,0.43
330,,,affective_grid,interview,5/13/26 13:39,I have never worked with such a system before and would like to try it out.,69d9f45ef48eec440ba4cf8f,1,7,7,3,6,5,6,5,7,5,2,2,3,6,5,6,7,5,6,5,6,6,6,6,8,1,21,6,29,3,1,5,6,14,16,71,93,335,13,30,35,19,48,10,41,33,40,35,56,39,44,972,,5/13/26 13:55,,1,0,22,22,0,0,0.56
331,,,affective_grid,interview,5/13/26 13:39,,69f3606a928f24b1d991c1b1,1,7,6,4,3,6,6,6,5,2,6,2,6,5,3,5,7,3,2,4,5,2,6,6,7,1,21,2,21,1,1,5,1,8,10,36,166,99,12,37,21,11,29,397,29,39,27,26,31,17,9,616,,5/13/26 13:56,,1,0,22,22,3,1,0.81
332,,,affective_grid,interview,5/13/26 13:39,I really enjoyed this survey,69f9151deac87fe85bb157db,1,7,6,5,6,5,6,6,5,5,6,2,4,5,6,5,7,6,5,6,6,5,6,4,8,2,21,3,12,1,1,6,6,10,4,49,6,83,10,17,21,13,7,9,31,30,46,45,39,34,20,474,,5/13/26 13:47,,1,0,22,22,0,0,1.07
333,,,affective_grid,interview,5/13/26 13:39,,6a01931f4d973fc9b1c1de20,1,6,2,5,1,2,6,7,7,7,3,2,2,2,7,6,6,5,7,1,2,7,7,2,8,2,20,5,10,1,1,6,7,3,2,7,27,96,5,5,10,8,7,5,14,15,15,14,15,15,3,266,,5/13/26 13:43,,1,0,22,22,3,1,2.12
335,,,affective_grid,interview,5/13/26 13:39,Everything was clear and understable.,69d5e22099adc2f11a1cb1e0,1,7,7,2,1,2,2,6,6,2,2,2,7,6,2,6,6,2,2,2,6,2,4,4,3,3,20,2,22,1,1,6,1,6,122,11,73,74,67,25,15,23,15,37,168,280,122,100,127,178,64,725,,5/13/26 14:04,,1,0,22,22,0,0,0.61
336,,,affective_grid,interview,5/13/26 13:39,,69d80cc8ba8b380a94f1040c,1,7,3,6,6,6,6,3,6,7,7,2,5,6,7,6,5,6,7,2,5,6,5,2,9,2,21,5,23,3,1,6,5,12,79,3,97,150,9,19,31,17,39,6,36,85,23,28,38,38,2,639,,5/13/26 13:51,,1,0,22,22,3,1,0.99
337,,,affective_grid,interview,5/13/26 13:39,very interesting study,677681e87f2eb7ff5207bc52,1,5,6,6,6,6,6,2,7,5,5,2,2,5,6,6,6,7,6,2,7,6,7,6,10,3,21,1,13,6,1,5,6,6,42,13,32,70,11,3,24,8,34,26,25,10,19,38,16,28,13,418,,5/13/26 13:46,,1,0,22,22,0,0,1.25
338,,,affective_grid,interview,5/13/26 13:39,no comments,5b3f327917ac2d00011caef2,1,6,5,6,3,6,6,2,5,6,6,2,5,3,5,4,2,6,6,6,6,6,6,2,7,1,22,5,29,4,1,6,5,13,21,97,208,178,13,12,66,16,21,7,28,18,42,24,21,30,15,830,,5/13/26 13:53,,1,0,22,22,0,0,0.77
340,,,affective_grid,interview,5/13/26 13:39,Having clearer ties to the opinion questions and the software demoed would have been better. There were concerns with lack of contextual questions about the type of metrics being used to asses efficiency and effectiveness. ,60e408bded9930f470e68f06,1,6,7,7,6,7,6,1,3,6,7,2,7,1,5,2,5,5,6,4,7,6,6,4,7,2,22,3,24,4,1,3,7,5,35,35,81,211,14,19,38,11,33,10,25,26,25,24,35,29,63,664,,5/13/26 13:51,,1,0,22,22,0,0,0.79
342,,,affective_grid,interview,5/13/26 13:39,,60578c6bcf9ae41762bd8adb,1,6,3,6,6,6,6,6,6,6,6,2,3,2,6,6,5,6,6,4,6,6,7,7,7,2,22,6,9,4,1,6,5,5,5,13,22,58,5,9,6,7,2,7,15,10,13,22,14,19,2,234,,5/13/26 13:43,,1,0,22,22,3,1,1.94
343,,,affective_grid,interview,5/13/26 13:39,,69f242adf4d5f56273e888d7,1,2,6,2,7,3,6,2,6,5,2,2,7,7,7,7,7,7,7,2,7,7,6,6,8,2,23,5,26,2,1,6,7,25,27,28,82,196,9,16,24,117,25,4,45,43,36,29,43,24,10,680,,5/13/26 13:52,,1,0,22,22,3,1,0.76
344,,,affective_grid,interview,5/13/26 13:39,I loved this concept of the managment tool. As this is first time for me but I understood each part. Thank you,69f738d836d98271b8934f45,1,4,5,3,5,1,7,5,5,7,3,2,4,5,7,7,4,7,7,1,4,7,7,6,5,1,23,3,32,2,1,2,7,12,31,45,150,324,17,23,28,23,39,15,25,45,51,38,47,40,56,1009,,5/13/26 13:56,,1,0,22,22,0,0,0.54
345,,,affective_grid,interview,5/13/26 13:39,none,661124ea6eb49e5f25077328,1,6,6,6,7,6,7,2,7,7,6,2,6,7,7,7,7,,,,,,6,7,11,2,22,1,15,5,1,6,7,6,5,9,30,85,7,54,52,18,14,5,9,16,17,9,,23,9,368,,5/13/26 13:45,,1,0,22,22,0,0,1.43
346,,,affective_grid,interview,5/13/26 13:39,,6156eea00a1b487bcf7a3bda,1,7,7,2,6,3,7,5,4,1,6,2,6,6,6,7,7,5,5,1,6,5,6,5,6,1,22,4,30,1,1,5,1,5,5,50,100,261,21,21,114,21,57,8,50,36,29,181,43,45,2,894,,5/13/26 13:57,,1,0,22,22,3,1,0.78
347,,,affective_grid,interview,5/13/26 13:39,, 6156fef09d1ab07148870099,1,7,7,7,7,7,2,4,4,2,6,2,1,7,7,4,7,1,2,4,7,1,5,6,3,1,23,2,37,3,1,6,1,7,104,3,93,59,7,522,5,4,11,5,12,18,24,16,17,13,2,314,,5/13/26 13:55,,1,0,22,22,3,1,1.68
348,,,affective_grid,interview,5/13/26 13:39,,6a01b8aa748a52876d702a98,1,7,6,5,6,5,7,3,4,5,5,2,3,6,6,5,7,5,7,3,6,6,7,3,8,3,23,4,12,4,1,6,1,12,17,4,89,44,4,6,4,4,4,5,14,15,15,16,23,13,3,292,,5/13/26 13:44,,1,0,22,22,3,1,1.94
349,,,affective_grid,interview,5/13/26 13:39,,69fef452afa0a6b32ca07cd3,1,7,6,1,2,2,2,2,2,1,1,2,5,1,1,5,7,2,1,2,4,2,2,5,10,2,24,4,8,4,1,1,1,18,3,6,6,27,8,7,14,6,9,5,17,14,12,16,20,13,2,203,,5/13/26 13:43,,1,0,22,22,3,1,1.98
350,,,affective_grid,interview,5/13/26 13:39,,5ca9106716aa84001725d880,1,5,7,3,2,3,5,1,5,3,4,2,7,6,4,5,5,3,3,3,2,3,6,6,8,3,23,6,29,6,1,6,2,8,2,27,52,423,3,2,17,71,12,4,10,20,8,104,9,13,1,786,,5/13/26 13:52,,1,0,22,22,3,1,1.79
351,,,affective_grid,interview,5/13/26 13:39,,69fb698ec13c699a83cf1fa8,1,6,6,5,6,6,6,3,6,6,6,2,6,5,6,6,6,6,6,2,6,6,6,6,8,3,25,3,36,1,1,3,7,31,37,63,153,166,37,17,229,25,35,9,29,33,24,31,29,54,12,810,,5/13/26 13:56,,1,0,22,22,3,1,0.58
352,,,affective_grid,interview,5/13/26 13:39,,69fe02590dfa6547c05b1e72,1,3,3,5,5,5,5,5,5,5,5,2,3,3,5,5,5,5,5,5,5,5,6,6,6,1,35,5,41,3,1,6,6,230,10,5,3,579,13,168,17,15,22,19,16,14,61,14,10,23,5,367,,5/13/26 14:00,,1,0,22,22,3,1,1.25
356,,,affective_grid,interview,5/13/26 13:39,,6a00db50a1deaae7c5f9568f,1,3,5,3,3,5,5,5,6,2,5,2,5,5,3,6,3,3,2,5,5,4,3,5,6,1,24,6,19,1,1,5,2,7,22,24,24,133,60,10,16,21,20,17,43,60,23,48,41,27,4,600,,5/13/26 13:49,,1,0,22,22,3,1,0.93
359,,,affective_grid,interview,5/13/26 13:40,There would be a moral element to using this system that wasn't included in this survey. <br><br>Best Wishes on your Survey.,655a97bf4d75ee9bf7ab0794,1,6,6,6,5,6,6,6,7,4,6,2,6,6,6,7,6,,,,,,7,7,6,2,24,1,16,5,1,6,6,13,21,23,51,102,8,11,24,10,14,5,13,18,25,21,,39,119,406,,5/13/26 13:48,,1,0,22,22,0,0,1.05
360,,,affective_grid,interview,5/13/26 13:40,I have enjoyed taking part in the study,69fb31e30418f19608fe6495,1,6,5,6,7,6,7,6,7,7,6,2,4,7,6,7,6,7,7,2,6,6,7,6,9,1,24,3,13,3,1,6,6,12,5,13,41,65,11,19,9,13,28,7,19,18,25,23,33,29,37,407,,5/13/26 13:46,,1,0,22,22,0,0,1.13
363,,,affective_grid,interview,5/13/26 13:40,,63039343fd5a2e6fb88d2c61,1,5,6,5,4,5,5,3,4,2,3,2,5,4,4,4,4,2,1,2,5,1,6,6,7,1,25,4,15,6,1,6,1,10,2,9,40,29,5,35,15,53,49,4,14,13,11,20,19,15,2,345,,5/13/26 13:45,,1,0,22,22,3,1,1.7
364,,,affective_grid,interview,5/13/26 13:40,,5d20f6cbc1dc1c0001162dd5,1,4,4,5,4,6,6,3,3,7,6,2,4,4,4,4,4,6,7,4,3,7,5,7,8,2,25,1,34,3,1,5,6,7,3,10,116,537,7,8,10,7,9,4,15,15,14,17,18,15,3,815,,5/13/26 13:53,,1,0,22,22,3,1,1.67
366,,,affective_grid,interview,5/13/26 13:40,None,69d75cf0a6aca6b968b6fca1,1,7,7,7,7,6,7,2,4,6,6,2,3,6,6,6,6,6,6,6,6,6,7,7,11,2,25,5,26,1,1,7,6,6,15,124,61,198,11,16,41,20,20,5,20,16,46,17,11,40,18,580,,5/13/26 13:51,,1,0,22,22,0,0,0.98
367,,,affective_grid,interview,5/13/26 13:40,,69e0212b70f9b527bb4a2e09,1,6,6,5,5,6,5,5,6,6,4,2,4,6,6,6,5,6,6,5,6,7,6,6,8,3,25,2,12,6,1,6,6,11,5,8,10,99,6,5,8,6,2,3,5,5,21,8,11,25,4,242,,5/13/26 13:44,,1,0,22,22,3,1,2.21
369,,,affective_grid,interview,5/13/26 13:40,Great questions asked ,66b792a09354b3fa1a3c5af9,1,6,4,5,6,5,5,3,5,4,5,2,5,4,5,4,5,5,5,6,5,5,7,7,6,2,26,4,26,6,1,6,5,9,19,3,172,107,8,3,8,5,171,41,10,7,13,20,9,17,11,481,,5/13/26 13:50,,1,0,22,22,0,0,1.65
370,,,affective_grid,interview,5/13/26 13:40,,69d6019688cacadd3587396a,1,5,5,4,4,5,6,6,5,4,4,2,5,5,4,4,4,4,6,4,4,5,6,6,10,2,26,6,11,1,1,5,4,8,19,3,3,57,11,2,20,7,3,6,18,22,37,16,24,26,6,288,,5/13/26 13:45,,1,0,22,22,3,1,1.61
371,,,affective_grid,interview,5/13/26 13:40,,69fe8d0b1b03e0d3432cc2ac,1,5,5,6,3,5,5,3,6,5,3,2,5,3,5,6,5,5,5,2,3,6,5,5,4,1,26,5,14,6,1,5,5,8,8,6,27,124,9,4,12,10,11,5,33,25,27,19,34,30,2,394,,5/13/26 13:46,,1,0,22,22,3,1,1.53
372,,,affective_grid,interview,5/13/26 13:40,,69fe00b34adec4f226d8b9c4,1,6,3,5,5,6,6,3,5,6,6,2,6,3,6,4,6,6,6,4,6,6,5,6,9,2,25,6,20,1,1,7,2,4,4,22,65,117,12,8,7,64,29,8,29,51,18,30,22,25,3,518,,5/13/26 13:49,,1,0,22,22,3,1,1.23
373,,,affective_grid,interview,5/13/26 13:40,,66a276d13f40200c70c28109,1,4,6,2,5,3,5,3,5,1,2,2,6,3,1,6,5,2,2,4,6,1,5,6,4,1,27,6,14,4,1,6,1,19,3,24,25,71,7,17,8,13,26,6,17,17,17,111,24,35,4,444,,5/13/26 13:47,,1,0,22,22,3,1,1.32
374,,,affective_grid,interview,5/13/26 13:40,thanks,655386dc470f6217a78fec03,1,7,7,6,7,6,7,2,4,6,5,2,7,3,7,5,6,6,6,5,5,7,5,5,9,2,26,3,14,3,1,7,6,10,6,5,66,96,6,9,12,8,2,20,11,18,9,10,28,16,8,340,,5/13/26 13:46,,1,0,22,22,0,0,1.64
376,,,affective_grid,interview,5/13/26 13:40,I enjoyed completing this study ,69d5e9bc91feeaa37fc2899c,1,6,5,6,6,4,5,4,5,5,4,2,5,6,5,6,6,6,7,4,6,6,7,6,8,3,28,4,23,4,1,6,5,48,39,21,26,114,14,35,47,10,35,12,40,66,60,26,91,42,23,749,,5/13/26 13:53,,1,0,22,22,0,0,0.68
377,,,affective_grid,interview,5/13/26 13:40,This was knowledgeable study.,69ed0a7cbc81f631380a9ced,1,4,5,4,5,6,6,5,5,7,6,2,7,7,6,6,5,7,6,7,7,6,7,5,8,3,27,2,34,6,1,3,1,12,21,49,212,212,48,19,54,14,42,57,37,59,60,64,32,78,34,1056,,5/13/26 13:58,,1,0,22,22,0,0,0.47
